"","x"
"98751","120401030401"
"98752","120401030306"
"98753","120401030307"
"98754","120401030308"
"98755","120401040101"
"98756","120401040102"
"98757","110901010501"
"98758","120701030405"
"98759","120701030406"
"98760","110901010502"
"98761","110901010503"
"98762","111302040206"
"98763","111302040203"
"98764","111302040204"
"98765","111302040205"
"98766","111302040207"
"98767","120302010108"
"98768","120302010105"
"98769","120302010106"
"98770","120302010107"
"98771","120602011302"
"98772","120602011303"
"98773","111203010208"
"98774","111203010205"
"98775","111203010206"
"98776","111203010207"
"98777","120301030402"
"98778","120301030403"
"98779","120601020711"
"98780","120601020712"
"98781","101600110604"
"98782","101600110605"
"98783","111001040311"
"98784","111001040312"
"98785","120200010511"
"98786","120200010508"
"98787","120200010510"
"98788","120200010601"
"98789","120200010602"
"98790","120200010603"
"98791","120200010701"
"98792","120200010702"
"98793","120200010703"
"98794","120200010704"
"98795","120200010705"
"98796","120200020102"
"98797","120200020103"
"98798","120200020104"
"98799","120200020106"
"98800","120200020201"
"98801","120200020202"
"98802","120401040202"
"98803","120702030201"
"98804","120702030202"
"98805","111001030506"
"98806","111403010301"
"98807","111403010302"
"98808","120401040103"
"98809","120401040104"
"98810","120401040201"
"98811","120401040203"
"98812","120701030407"
"98813","110901010504"
"98814","110901010505"
"98815","110901010601"
"98816","111302040208"
"98817","120302010109"
"98818","120602020101"
"98819","120602020102"
"98820","120301030406"
"98821","111302040209"
"98822","111302040301"
"98823","120301030404"
"98824","120301030405"
"98825","120301030501"
"98826","120301030502"
"98827","101600110608"
"98828","120601020801"
"98829","120601020802"
"98830","120601020803"
"98831","101600110606"
"98832","101600110607"
"98833","120100041103"
"98834","111203010302"
"98835","111203010303"
"98836","120702030203"
"98837","120702030204"
"98838","111001030507"
"98839","111001030508"
"98840","120100041004"
"98841","120100041101"
"98842","120100041102"
"98843","110901010605"
"98844","120500060101"
"98845","120701030502"
"98846","120702030301"
"98847","110901010603"
"98848","110901010604"
"98849","111403010304"
"98850","111403010305"
"98851","120302010110"
"98852","120302010201"
"98853","120602020103"
"98854","120602020104"
"98855","120301030505"
"98856","111302040302"
"98857","111302040303"
"98858","111302040304"
"98859","120301030503"
"98860","120301030504"
"98861","120100050203"
"98862","120601020805"
"98863","101600110701"
"98864","101600110702"
"98865","111203010305"
"98866","111203010306"
"98867","120601020305"
"98868","120601020306"
"98869","120702030205"
"98870","101600070301"
"98871","111001040101"
"98872","120100050202"
"98873","120500060103"
"98874","120500060106"
"98875","120500060107"
"98876","120702030305"
"98877","120702030302"
"98878","120702030303"
"98879","120702030304"
"98880","120702030306"
"98881","120401040301"
"98882","110901010701"
"98883","110901010702"
"98884","111403010306"
"98885","111403010307"
"98886","120302010202"
"98887","120302010203"
"98888","120302010204"
"98889","120401040302"
"98890","120701030503"
"98891","120602020105"
"98892","120602020106"
"98893","120602020107"
"98894","120602020110"
"98895","111302040306"
"98896","111302050101"
"98897","120302010205"
"98898","120302010206"
"98899","120602020108"
"98900","120602020109"
"98901","120602020111"
"98902","101600110707"
"98903","101600110704"
"98904","101600110705"
"98905","101600110706"
"98906","101600110801"
"98907","101600110802"
"98908","101600110803"
"98909","101600110804"
"98910","101600110902"
"98911","101600110903"
"98912","111203010310"
"98913","111203010307"
"98914","111203010308"
"98915","111203010309"
"98916","111203020101"
"98917","101600070304"
"98918","120601020307"
"98919","120601020308"
"98920","120601020309"
"98921","101600070303"
"98922","101600070402"
"98923","101600070404"
"98924","101600080101"
"98925","101600080102"
"98926","110901010705"
"98927","111001040102"
"98928","111001040103"
"98929","120100050204"
"98930","120100050502"
"98931","120500060108"
"98932","120500060201"
"98933","120500060202"
"98934","120702030307"
"98935","120702030308"
"98936","110901010703"
"98937","110901010704"
"98938","110901010706"
"98939","120401040401"
"98940","111403010308"
"98941","111403010401"
"98942","120401040303"
"98943","120401040304"
"98944","120401040305"
"98945","120701030504"
"98946","120701030505"
"98947","120701030506"
"98948","110901010707"
"98949","110901010708"
"98950","120302010301"
"98951","111302050102"
"98952","111302050103"
"98953","111302050104"
"98954","120302010207"
"98955","120302010208"
"98956","120602020201"
"98957","120602020202"
"98958","120602020203"
"98959","101600080106"
"98960","111203020102"
"98961","111203020103"
"98962","120601020401"
"98963","101600080103"
"98964","101600080104"
"98965","101600080105"
"98966","101600080201"
"98967","101600080203"
"98968","101600080204"
"98969","101600080302"
"98970","101600080303"
"98971","101600080304"
"98972","101600080305"
"98973","101600080306"
"98974","101600080402"
"98975","111202010201"
"98976","111202010106"
"98977","111202010107"
"98978","111202010108"
"98979","120500060205"
"98980","120100050503"
"98981","120100050504"
"98982","120100050601"
"98983","120500060203"
"98984","120500060204"
"98985","120500060206"
"98986","120500060207"
"98987","120401040502"
"98988","120702030309"
"98989","120702030401"
"98990","111001040104"
"98991","111001040106"
"98992","111403010402"
"98993","120401040402"
"98994","120401040501"
"98995","120401040601"
"98996","120701030510"
"98997","120701030507"
"98998","120701030508"
"98999","120701030509"
"99000","120302010304"
"99001","110901020408"
"99002","110901020502"
"99003","110901020503"
"99004","111302050105"
"99005","111403010403"
"99006","120302010302"
"99007","120302010303"
"99008","120302010305"
"99009","120602020204"
"99010","120602010902"
"99011","111203020104"
"99012","111302050106"
"99013","111302050107"
"99014","120601020402"
"99015","120602010901"
"99016","101600080406"
"99017","101600080403"
"99018","101600080404"
"99019","101600080405"
"99020","101600080501"
"99021","101600080502"
"99022","101600080504"
"99023","101600080505"
"99024","101600080506"
"99025","101600080601"
"99026","101600080602"
"99027","101600080603"
"99028","101600080604"
"99029","111202010205"
"99030","111202010202"
"99031","111202010203"
"99032","111202010204"
"99033","120301010608"
"99034","120100050602"
"99035","120100050603"
"99036","120301010607"
"99037","120401040605"
"99038","120601020403"
"99039","120601020404"
"99040","120702030402"
"99041","120702030403"
"99042","120100050605"
"99043","120100050606"
"99044","120401040602"
"99045","120401040603"
"99046","120401040604"
"99047","120401040606"
"99048","120701030601"
"99049","120701030602"
"99050","110901020505"
"99051","120302010401"
"99052","120302010402"
"99053","120302010403"
"99054","120602020206"
"99055","120602020207"
"99056","120602020301"
"99057","111302050204"
"99058","111302050201"
"99059","111302050202"
"99060","111302050203"
"99061","120602010903"
"99062","120602010904"
"99063","101600080606"
"99064","101600080607"
"99065","111001040202"
"99066","111202010206"
"99067","120301010609"
"99068","120301010610"
"99069","120601020501"
"99070","120601020502"
"99071","120601020503"
"99072","101600080609"
"99073","101600080610"
"99074","111001040109"
"99075","111001040201"
"99076","120500060302"
"99077","120100050607"
"99078","120100050608"
"99079","120401040701"
"99080","120401040702"
"99081","120500060301"
"99082","110901020602"
"99083","120701030603"
"99084","120702030404"
"99085","120702030501"
"99086","110901020506"
"99087","110901020601"
"99088","111403010406"
"99089","120401040703"
"99090","120401040704"
"99091","120701030604"
"99092","120701030701"
"99093","120602011001"
"99094","111302050205"
"99095","111302050206"
"99096","120602010905"
"99097","120602010906"
"99098","120602010907"
"99099","120602011002"
"99100","120602011003"
"99101","111202010211"
"99102","111202010208"
"99103","111202010209"
"99104","111202010210"
"99105","111202020101"
"99106","111202020102"
"99107","120301020102"
"99108","120601020504"
"99109","120601020505"
"99110","101600090101"
"99111","101600090102"
"99112","101600090103"
"99113","101600090105"
"99114","101600090106"
"99115","101600090107"
"99116","101600090108"
"99117","120100050704"
"99118","111001040203"
"99119","111001040204"
"99120","120100050609"
"99121","120100050701"
"99122","120500060306"
"99123","120500060303"
"99124","120500060304"
"99125","120702030502"
"99126","120702030503"
"99127","110901020603"
"99128","111403020101"
"99129","120401040705"
"99130","120401040706"
"99131","120402010100"
"99132","120701030702"
"99133","120701030703"
"99134","110901020604"
"99135","120602011102"
"99136","111302050208"
"99137","111302060101"
"99138","120602011004"
"99139","120602011101"
"99140","120602011103"
"99141","120301020105"
"99142","111302010204"
"99143","111302010205"
"99144","111302010206"
"99145","120301020103"
"99146","120301020201"
"99147","120301020202"
"99148","120301020203"
"99149","120301020204"
"99150","120301020205"
"99151","120301020207"
"99152","120301020208"
"99153","120301020301"
"99154","120301020302"
"99155","120301020303"
"99156","120301020304"
"99157","120301020305"
"99158","120301020306"
"99159","120301020307"
"99160","120301020401"
"99161","101600090203"
"99162","120601020601"
"99163","120601020602"
"99164","101600090201"
"99165","101600090202"
"99166","101600090204"
"99167","101600090205"
"99168","120500060401"
"99169","111001040206"
"99170","111202020103"
"99171","111202020104"
"99172","120100050801"
"99173","120100050802"
"99174","120500060307"
"99175","120500060308"
"99176","120702030504"
"99177","120702030505"
"99178","111001040209"
"99179","111403020103"
"99180","120402010200"
"99181","120402010300"
"99182","120402020200"
"99183","120701030704"
"99184","120701030705"
"99185","110901020701"
"99186","110901020702"
"99187","111302060102"
"99188","111302060103"
"99189","120701030204"
"99190","120602011104"
"99191","120602011105"
"99192","120602011106"
"99193","120602011109"
"99194","111302010207"
"99195","111302010209"
"99196","120301020402"
"99197","120301020403"
"99198","120602011107"
"99199","120602011108"
"99200","120602011110"
"99201","120602011201"
"99202","120301020501"
"99203","101600090207"
"99204","101600090208"
"99205","111202020105"
"99206","111202020106"
"99207","120301020404"
"99208","120301020405"
"99209","120301020502"
"99210","120301020503"
"99211","120301020504"
"99212","120301020505"
"99213","120500060405"
"99214","120500060402"
"99215","120500060403"
"99216","120100050804"
"99217","120702030506"
"99218","120702030507"
"99219","111001040210"
"99220","111001040212"
"99221","111403020104"
"99222","120100050803"
"99223","110901030403"
"99224","120402020300"
"99225","120701030706"
"99226","120701030707"
"99227","110901020703"
"99228","110901030401"
"99229","111403020201"
"99230","120701030301"
"99231","120701030302"
"99232","080102100305"
"99233","101600090401"
"99234","111302010506"
"99235","111302010507"
"99236","120301090301"
"99237","120301090302"
"99238","120602011202"
"99239","120602011203"
"99240","101600090301"
"99241","101600090302"
"99242","101600090303"
"99243","101600090402"
"99244","101600090403"
"99245","101600090405"
"99246","101600090406"
"99247","120301020602"
"99248","111202020107"
"99249","111202020108"
"99250","111202020201"
"99251","120301020506"
"99252","120301020601"
"99253","120301020603"
"99254","120301020604"
"99255","120301020605"
"99256","120301020606"
"99257","120100051001"
"99258","120500060501"
"99259","120601020604"
"99260","120702030508"
"99261","120702030509"
"99262","111001040213"
"99263","120100050901"
"99264","120100050902"
"99265","120402030101"
"99266","120500060503"
"99267","120500060504"
"99268","120702030510"
"99269","120702030511"
"99270","110901030404"
"99271","080102110201"
"99272","111403020202"
"99273","111403020203"
"99274","120701030303"
"99275","120701030304"
"99276","080102100306"
"99277","080102100307"
"99278","060101010404"
"99279","120301090306"
"99280","111302010707"
"99281","120301090303"
"99282","120301090304"
"99283","120301090307"
"99284","120301090308"
"99285","120301090401"
"99286","120301090402"
"99287","120301090403"
"99288","120301090404"
"99289","120301090405"
"99290","120301090406"
"99291","190503011104"
"99292","190304071101"
"99293","190305022902"
"99294","190304071204"
"99295","190501030804"
"99296","190501042205"
"99297","190503021507"
"99298","190502020602"
"99299","190604020506"
"99300","190504031604"
"99301","190601020802"
"99302","190601030101"
"99303","190302010101"
"99304","190302040501"
"99305","190302062006"
"99306","190302062202"
"99307","190304050204"
"99308","190304051305"
"99309","190603011602"
"99310","190305027306"
"99311","190305011802"
"99312","190501020908"
"99313","190501041905"
"99314","190502011005"
"99315","190603011405"
"99316","190603011506"
"99317","190504020607"
"99318","190605020605"
"99319","190605020703"
"99320","190602041409"
"99321","190602040410"
"99322","190602040603"
"99323","190602041404"
"99324","190602041504"
"99325","190603022206"
"99326","190603030102"
"99327","190603030203"
"99328","190303031006"
"99329","190302020602"
"99330","190303011505"
"99331","190303011701"
"99332","190303040102"
"99333","190304041101"
"99334","190304051001"
"99335","190304052001"
"99336","190304052106"
"99337","190304060604"
"99338","190207020708"
"99339","190207020903"
"99340","190304071205"
"99341","190305010101"
"99342","190305023802"
"99343","190502020604"
"99344","190504010102"
"99345","190602010505"
"99346","190603020704"
"99347","190605020107"
"99348","190602040807"
"99349","190601030102"
"99350","190602040502"
"99351","190602040605"
"99352","190602041002"
"99353","190602041101"
"99354","190603022002"
"99355","190603022203"
"99356","190302040606"
"99357","190302040703"
"99358","190302040901"
"99359","190303010306"
"99360","190207021001"
"99361","190602042203"
"99362","190501021003"
"99363","190501031508"
"99364","190503010608"
"99365","190503021104"
"99366","190503040404"
"99367","190603031003"
"99368","190601030302"
"99369","190602042305"
"99370","190602050202"
"99371","190602050302"
"99372","190602050807"
"99373","190602060101"
"99374","190603030306"
"99375","190604030805"
"99376","190504030704"
"99377","190302020605"
"99378","190302061504"
"99379","190304041810"
"99380","190304041901"
"99381","190207010802"
"99382","190207011004"
"99383","190305010808"
"99384","190305010303"
"99385","190305024302"
"99386","190305010802"
"99387","190305010906"
"99388","190503011701"
"99389","190501020707"
"99390","190501050504"
"99391","190502021002"
"99392","190303030405"
"99393","190605020108"
"99394","190504020204"
"99395","190604030607"
"99396","190303010403"
"99397","190303010405"
"99398","190304011905"
"99399","190501050109"
"99400","190304011010"
"99401","190207021004"
"99402","190301011401"
"99403","190302010501"
"99404","190501031601"
"99405","190504010504"
"99406","190503021210"
"99407","190503040701"
"99408","190602060507"
"99409","190603011704"
"99410","190603011705"
"99411","190601030409"
"99412","190602060206"
"99413","190602060602"
"99414","190603010201"
"99415","190603010402"
"99416","190603010503"
"99417","190303020702"
"99418","190303051804"
"99419","190305026504"
"99420","190303021301"
"99421","190305011006"
"99422","190305026405"
"99423","190503011703"
"99424","190503011804"
"99425","190504020404"
"99426","190504031902"
"99427","190601011103"
"99428","190304030104"
"99429","190304030106"
"99430","190304050905"
"99431","190304051804"
"99432","190302010505"
"99433","190302021107"
"99434","190501040401"
"99435","190501021203"
"99436","190501040109"
"99437","190501040110"
"99438","190501051307"
"99439","190301012308"
"99440","190502020102"
"99441","190502020104"
"99442","190503011007"
"99443","190603031107"
"99444","190605010508"
"99445","190301021106"
"99446","190302040201"
"99447","190302020503"
"99448","190302020606"
"99449","190302040103"
"99450","190302040206"
"99451","190303021303"
"99452","190303021401"
"99453","190303021402"
"99454","190302050606"
"99455","190207020908"
"99456","190302041501"
"99457","190302050604"
"99458","190305027002"
"99459","190305026507"
"99460","190305011401"
"99461","190305026701"
"99462","190305027004"
"99463","190305027006"
"99464","190305011601"
"99465","190305011703"
"99466","190305027201"
"99467","190603040501"
"99468","190501020803"
"99469","190501020905"
"99470","190601011104"
"99471","190603020905"
"99472","190603040403"
"99473","190504030401"
"99474","190504050305"
"99475","190304030108"
"99476","190304030502"
"99477","190207021308"
"99478","190207021502"
"99479","190301011504"
"99480","190501051503"
"99481","190502030302"
"99482","190502030408"
"99483","190501051405"
"99484","190603012103"
"99485","190503011101"
"99486","190503021504"
"99487","190503040801"
"99488","190504031301"
"99489","190601010305"
"99490","190603012302"
"99491","190603012304"
"99492","190603012404"
"99493","190302030703"
"99494","190302060902"
"99495","190302061001"
"99496","190302061201"
"99497","190504020608"
"99498","190504020706"
"99499","190303060202"
"99500","190304042302"
"99501","190303040504"
"99502","190303050701"
"99503","190304051303"
"99504","190207021307"
"99505","190301020707"
"99506","190503012203"
"99507","190305027303"
"99508","190305027807"
"99509","190501021001"
"99510","190501031406"
"99511","190503012103"
"99512","190602050108"
"99513","190605020403"
"99514","190605020501"
"99515","190504050402"
"99516","190602042101"
"99517","190601030505"
"99518","190602060302"
"99519","190602060903"
"99520","190603010109"
"99521","190603010304"
"99522","190304052104"
"99523","190304030505"
"99524","190304051004"
"99525","190304051608"
"99526","190304051701"
"99527","190304052108"
"99528","190302051006"
"99529","190301020803"
"99530","190302050801"
"99531","190302050906"
"99532","190302051203"
"99533","190303020206"
"99534","190303020208"
"99535","190603040803"
"99536","190503031106"
"99537","190503031302"
"99538","190503040902"
"99539","190501020108"
"99540","190603031406"
"99541","190605010806"
"99542","190605010808"
"99543","190601011504"
"99544","190601011601"
"99545","190603021107"
"99546","190603040707"
"99547","190303021703"
"99548","190302040603"
"99549","190302062305"
"99550","190302030104"
"99551","190304051304"
"99552","190304051307"
"99553","190301020708"
"99554","190302010801"
"99555","190302030106"
"99556","190302030203"
"99557","190503012204"
"99558","190501021005"
"99559","190501031604"
"99560","190501050903"
"99561","190501051002"
"99562","190503030707"
"99563","190504010306"
"99564","190605020502"
"99565","190504020502"
"99566","190504020507"
"99567","190603030601"
"99568","190604031103"
"99569","190301021005"
"99570","190207010704"
"99571","190207010607"
"99572","190604021205"
"99573","190501040607"
"99574","190502020403"
"99575","190502020601"
"99576","190503011303"
"99577","190504011502"
"99578","190602010304"
"99579","190603020203"
"99580","190603040807"
"99581","190604021204"
"99582","190304011702"
"99583","190304030202"
"99584","190304030204"
"99585","190502030101"
"99586","190501051201"
"99587","190502021803"
"99588","190603010505"
"99589","190504050701"
"99590","190504050706"
"99591","190504050803"
"99592","190603010605"
"99593","190603010702"
"99594","190603010802"
"99595","190603021003"
"99596","190603040607"
"99597","190302030904"
"99598","190302030907"
"99599","190302060603"
"99600","190304052501"
"99601","190304052506"
"99602","190207021709"
"99603","190301010103"
"99604","190301011513"
"99605","190503041003"
"99606","190501040706"
"99607","190501051602"
"99608","190501051701"
"99609","190503030203"
"99610","190503040908"
"99611","190504011709"
"99612","190603020205"
"99613","190504011606"
"99614","190602011306"
"99615","190603021208"
"99616","190503020205"
"99617","190501021302"
"99618","190501021401"
"99619","190501040303"
"99620","190302060910"
"99621","190603011402"
"99622","190603030606"
"99623","190604011401"
"99624","190603040701"
"99625","190604021207"
"99626","190302060907"
"99627","190304011302"
"99628","190304053101"
"99629","190304053103"
"99630","190303020307"
"99631","190301020806"
"99632","190302051404"
"99633","190302051405"
"99634","190303051103"
"99635","190303051501"
"99636","190303051505"
"99637","190303051601"
"99638","190303051603"
"99639","190501031009"
"99640","190503020507"
"99641","190503031307"
"99642","190503031405"
"99643","190501020303"
"99644","190501031004"
"99645","190504031606"
"99646","190601011001"
"99647","190603021301"
"99648","190603041103"
"99649","190303010404"
"99650","190302062310"
"99651","190303010103"
"99652","190303010106"
"99653","190303010407"
"99654","190303010409"
"99655","190303030504"
"99656","190303030601"
"99657","190304040104"
"99658","190304053002"
"99659","190304052503"
"99660","190304052605"
"99661","190504040803"
"99662","190504010904"
"99663","190503020309"
"99664","190504051004"
"99665","190605020707"
"99666","190605020804"
"99667","190207011609"
"99668","190304011303"
"99669","190302041110"
"99670","190303010607"
"99671","190304030702"
"99672","190207011607"
"99673","190301010606"
"99674","190305012001"
"99675","190305028102"
"99676","190305028402"
"99677","190305012304"
"99678","190501050607"
"99679","190501040902"
"99680","190502010102"
"99681","190501050405"
"99682","190503011604"
"99683","190503030403"
"99684","190601020306"
"99685","190602010408"
"99686","190602010501"
"99687","190603031705"
"99688","190504040908"
"99689","190601020302"
"99690","190301010702"
"99691","190301012501"
"99692","190301011510"
"99693","190301010204"
"99694","190603011507"
"99695","190503031204"
"99696","190502030904"
"99697","190503031304"
"99698","190601030909"
"99699","190603011403"
"99700","190304040605"
"99701","190602011205"
"99702","190603041202"
"99703","190604021301"
"99704","190304030707"
"99705","190304040212"
"99706","190304041301"
"99707","190304041502"
"99708","190304042405"
"99709","190503012201"
"99710","190301020102"
"99711","190305012407"
"99712","190304061001"
"99713","190502010103"
"99714","190502031104"
"99715","190502021006"
"99716","190504010205"
"99717","190603031804"
"99718","190604020609"
"99719","190601011302"
"99720","190601020307"
"99721","190601020310"
"99722","190303010802"
"99723","190304051602"
"99724","190302030212"
"99725","190302011005"
"99726","190302020101"
"99727","190302030501"
"99728","190303020502"
"99729","190501022209"
"99730","190501021904"
"99731","190503020704"
"99732","190501022108"
"99733","190603021404"
"99734","190601010301"
"99735","190603011801"
"99736","190604020203"
"99737","190504021006"
"99738","190601020309"
"99739","190305020607"
"99740","190304061002"
"99741","190305020604"
"99742","190305020904"
"99743","190305021004"
"99744","190305030711"
"99745","190305022001"
"99746","190502031203"
"99747","190501022202"
"99748","190503030704"
"99749","190503030705"
"99750","190602010507"
"99751","190602010607"
"99752","190604010104"
"99753","190605021301"
"99754","190605021302"
"99755","190303010904"
"99756","190303030602"
"99757","190207010103"
"99758","190303051102"
"99759","190601020507"
"99760","190501041002"
"99761","190502010404"
"99762","190502010507"
"99763","190604020304"
"99764","190605010507"
"99765","190603021503"
"99766","190603021504"
"99767","190602030107"
"99768","190602030302"
"99769","190602030801"
"99770","190207011802"
"99771","190301012402"
"99772","190302030908"
"99773","190303011007"
"99774","190304060209"
"99775","190301020209"
"99776","190302010207"
"99777","190305023010"
"99778","190304070903"
"99779","190305022301"
"99780","190305023006"
"99781","190304071105"
"99782","190502010401"
"99783","190501022203"
"99784","190501022204"
"99785","190502010303"
"99786","190501030107"
"99787","190504010302"
"99788","190603020803"
"99789","190603020901"
"99790","190603031906"
"99791","190302060903"
"99792","190504021204"
"99793","190504021205"
"99794","190504021302"
"99795","190303020807"
"99796","190303020901"
"99797","190303051802"
"99798","190303052003"
"99799","190304040110"
"99800","190303030603"
"99801","190303030605"
"99802","190304030701"
"99803","190304040402"
"99804","190304041302"
"99805","190207011804"
"99806","190207011901"
"99807","190305012103"
"99808","190301011802"
"99809","190305011911"
"99810","190305012004"
"99811","190305028204"
"99812","190305028206"
"99813","190305020706"
"99814","190305021201"
"99815","190305030602"
"99816","190501041501"
"99817","190503010106"
"99818","190503010109"
"99819","190503010302"
"99820","190503010402"
"99821","190603012402"
"99822","190504011302"
"99823","190601031401"
"99824","190603012207"
"99825","190603012603"
"99826","190603012702"
"99827","190603021606"
"99828","190604030303"
"99829","190302030910"
"99830","190302040101"
"99831","190302040207"
"99832","190303021501"
"99833","190303040301"
"99834","190303011008"
"99835","190303011404"
"99836","190303011407"
"99837","190304040901"
"99838","190304040903"
"99839","190304041201"
"99840","190304041905"
"99841","190304050102"
"99842","190304050609"
"99843","190207020703"
"99844","190207020705"
"99845","190207020804"
"99846","190301011103"
"99847","190305023601"
"99848","190304071106"
"99849","190305023205"
"99850","190305023207"
"99851","190305024001"
"99852","190305024002"
"99853","190603010603"
"99854","190501030203"
"99855","190501041304"
"99856","190502010702"
"99857","190504030905"
"99858","190504050703"
"99859","190603010701"
"99860","190603010706"
"99861","190602030503"
"99862","190603040604"
"99863","190604020903"
"99864","190504041202"
"99865","190601020501"
"99866","190602030304"
"99867","190304011202"
"99868","190303060102"
"99869","190304011103"
"99870","190304011201"
"99871","190304042601"
"99872","190304042605"
"99873","190301010903"
"99874","190301020106"
"99875","190304061203"
"99876","190304070104"
"99877","190503010801"
"99878","190503010505"
"99879","190503010605"
"99880","190503010607"
"99881","190501042110"
"99882","190602031507"
"99883","190603031501"
"99884","190604020403"
"99885","190601020704"
"99886","190602031102"
"99887","190602031201"
"99888","190602031704"
"99889","190602040401"
"99890","190602040408"
"99891","190604010404"
"99892","190304060707"
"99893","190303060305"
"99894","190303060404"
"99895","190303060701"
"99896","190304011310"
"99897","190302010401"
"99898","190302021008"
"99899","190305026202"
"99900","190305010803"
"99901","190305011003"
"99902","190305025703"
"99903","190603010909"
"99904","190503010104"
"99905","190503020902"
"99906","190503020905"
"99907","190603010803"
"99908","190603010906"
"99909","190603010910"
"99910","190603011002"
"99911","190603011105"
"99912","190603011207"
"99913","190603011302"
"99914","190603030704"
"99915","190604011303"
"99916","190602031504"
"99917","190604020906"
"99918","190605021605"
"99919","190601020602"
"99920","190602031701"
"99921","190602031706"
"99922","190602040202"
"99923","190602040407"
"99924","190304070204"
"99925","190304070301"
"99926","190304070506"
"99927","190305021903"
"99928","190305022203"
"99929","190503040702"
"99930","190503010905"
"99931","190503011001"
"99932","190503021300"
"99933","190504031404"
"99934","190602010202"
"99935","190602010203"
"99936","190604010506"
"99937","190504030203"
"99938","190304010708"
"99939","190303050103"
"99940","190303050502"
"99941","190305026901"
"99942","190305026304"
"99943","190305026404"
"99944","190305011109"
"99945","190503021006"
"99946","190503020908"
"99947","190503031806"
"99948","190503021004"
"99949","190501041702"
"99950","190603040608"
"99951","190605010206"
"99952","190601031001"
"99953","190601011305"
"99954","190601011403"
"99955","190604021106"
"99956","190305025804"
"99957","190603021802"
"99958","190604030402"
"99959","190601020803"
"99960","190305025304"
"99961","190305010807"
"99962","190305025904"
"99963","190305025906"
"99964","190603010908"
"99965","190503031702"
"99966","190501030108"
"99967","190501041302"
"99968","190601030805"
"99969","190601030806"
"99970","190603011103"
"99971","190603011310"
"99972","190604020905"
"99973","190603020807"
"99974","190603020811"
"99975","190603040307"
"99976","190602060601"
"99977","190504030702"
"99978","190602060403"
"99979","190602060506"
"99980","190602060901"
"99981","190602060910"
"99982","190603010205"
"99983","190603010209"
"99984","190603030409"
"99985","190302040907"
"99986","190302040903"
"99987","190302040905"
"99988","190302040906"
"99989","190302062308"
"99990","190304060203"
"99991","190304060402"
"99992","190502011501"
"99993","190501021105"
"99994","190501031705"
"99995","190501031706"
"99996","190501030606"
"99997","190501042108"
"99998","190601020703"
"99999","190504011403"
"100000","190504011405"
"100001","190604030203"
"100002","190504041301"
"100003","190302040705"
"100004","190304010501"
"100005","190303011001"
"100006","190303030701"
"100007","190303030901"
"100008","190301010604"
"100009","190302021402"
"100010","190207021704"
"100011","190207021705"
"100012","190301011508"
"100013","190302030102"
"100014","190302050809"
"100015","190302050901"
"100016","190501041401"
"100017","190305011108"
"100018","190305011302"
"100019","190305026706"
"100020","190502010602"
"100021","190501030304"
"100022","190603021102"
"100023","190603011701"
"100024","190603030903"
"100025","190504040405"
"100026","190602010807"
"100027","190303010401"
"100028","190603030506"
"100029","190302062309"
"100030","190303010201"
"100031","190303010202"
"100032","190303030406"
"100033","190302030503"
"100034","190302030207"
"100035","190302060205"
"100036","190303020306"
"100037","190303051203"
"100038","190501020104"
"100039","190501051106"
"100040","190503020106"
"100041","190504010507"
"100042","190503010802"
"100043","190503021209"
"100044","190603020106"
"100045","190601031503"
"100046","190603012606"
"100047","190603012707"
"100048","190604020405"
"100049","190601030202"
"100050","190604010505"
"100051","190605021705"
"100052","190504030306"
"100053","190602041201"
"100054","190602041401"
"100055","190602041507"
"100056","190602041602"
"100057","190304030903"
"100058","190304041504"
"100059","190304040209"
"100060","190304040609"
"100061","190304041305"
"100062","190304041506"
"100063","190303011901"
"100064","190303012003"
"100065","190303020204"
"100066","190305011404"
"100067","190305027204"
"100068","190501041502"
"100069","190503010403"
"100070","190604011603"
"100071","190604020101"
"100072","190605020603"
"100073","190605020702"
"100074","190504020802"
"100075","190101060207"
"100076","190304010205"
"100077","190304010304"
"100078","190207011902"
"100079","190302010301"
"100080","190502020101"
"100081","190504010602"
"100082","190504010902"
"100083","190501051302"
"100084","190501030703"
"100085","190501030801"
"100086","190504011602"
"100087","190604020503"
"100088","190504011504"
"100089","190604030606"
"100090","190602041702"
"100091","190603021907"
"100092","190603022208"
"100093","190604030608"
"100094","190504030503"
"100095","190602041807"
"100096","190602041904"
"100097","190303011303"
"100098","190303011004"
"100099","190303011402"
"100100","190303031106"
"100101","190304053302"
"100102","190304052408"
"100103","190304052702"
"100104","190304053105"
"100105","190207011205"
"100106","190305027706"
"100107","190305011803"
"100108","190305011910"
"100109","190305027701"
"100110","190305027904"
"100111","190501031509"
"100112","190302030802"
"100113","190503021007"
"100114","190501030405"
"100115","190605010301"
"100116","190605010401"
"100117","190605010402"
"100118","190504040506"
"100119","190504040507"
"100120","190301012102"
"100121","190302020303"
"100122","190304040107"
"100123","190304011908"
"100124","190304030102"
"100125","190304040101"
"100126","190501040404"
"100127","190504010903"
"100128","190504011003"
"100129","190504011101"
"100130","190501021601"
"100131","190501040502"
"100132","190602050107"
"100133","190503021501"
"100134","190501020203"
"100135","190501031003"
"100136","190504031405"
"100137","190504031406"
"100138","190602042301"
"100139","190602042303"
"100140","190602050501"
"100141","190602050601"
"100142","190602050806"
"100143","190602050808"
"100144","190602050902"
"100145","190604010803"
"100146","190504030603"
"100147","190303010903"
"100148","190302041005"
"100149","190302041201"
